model,seed,sigma_rel,region,n_train,n_steps,mse_vanilla,mse_dml,log_ratio,dml_win,grad_mse_vanilla,grad_mse_dml,log_grad_ratio,t_vanilla,t_dml,arm
siren,0,0.0,interpolation,24,1600,0.2275415062904358,0.2275415062904358,0.0,0,133.11911010742188,133.11911010742188,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.0,interpolation,24,1600,0.2275415062904358,0.1279843896627426,-0.5754243662599969,1,133.11911010742188,48.14572143554688,-1.0170120169392924,4.623781681060791,9.209176301956177,dml_train
siren,0,0.0,interpolation,24,1600,0.2275415062904358,0.1631493419408798,-0.3326666774121299,1,133.11911010742188,64.2040023803711,-0.7291787410343022,4.623781681060791,9.690066576004028,dml_da
siren,0,0.0,near_extrap,24,1600,1.4738223552703855,1.4738223552703855,0.0,0,158.82093811035156,158.82093811035156,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.0,near_extrap,24,1600,1.4738223552703855,1.1428970098495483,-0.2542929920572184,1,158.82093811035156,105.81369018554688,-0.4060974843096458,4.623781681060791,9.209176301956177,dml_train
siren,0,0.0,near_extrap,24,1600,1.4738223552703855,0.4573614597320556,-1.1701405280753518,1,158.82093811035156,55.67486953735352,-1.0482485223504918,4.623781681060791,9.690066576004028,dml_da
siren,0,0.0,far_extrap,24,1600,1.0769060850143433,1.0769060850143433,0.0,0,169.46995544433594,169.46995544433594,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.0,far_extrap,24,1600,1.0769060850143433,1.1749610900878906,0.0871428384007203,0,169.46995544433594,158.82546997070312,-0.0648697308978202,4.623781681060791,9.209176301956177,dml_train
siren,0,0.0,far_extrap,24,1600,1.0769060850143433,1.1190381050109863,0.038377287657195,0,169.46995544433594,149.42910766601562,-0.1258535729432195,4.623781681060791,9.690066576004028,dml_da
siren,0,0.0,all,24,1600,0.8599372506141663,0.8599372506141663,0.0,0,155.5781707763672,155.5781707763672,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.0,all,24,1600,0.8599372506141663,0.8206248879432678,-0.0467933136768116,1,155.5781707763672,113.096923828125,-0.3189031272004597,4.623781681060791,9.209176301956177,dml_train
siren,0,0.0,all,24,1600,0.8599372506141663,0.6901291012763977,-0.2199807387945966,1,155.5781707763672,105.39503479003906,-0.3894327845185906,4.623781681060791,9.690066576004028,dml_da
siren,0,0.005,interpolation,24,1600,0.2275415062904358,0.2275415062904358,0.0,0,133.11911010742188,133.11911010742188,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.005,interpolation,24,1600,0.2275415062904358,0.2223070561885833,-0.0232731047771733,1,133.11911010742188,101.9179458618164,-0.2670762549566731,4.623781681060791,11.03222107887268,dml_train
siren,0,0.005,interpolation,24,1600,0.2275415062904358,0.1574001908302307,-0.3685411186097304,1,133.11911010742188,59.4024658203125,-0.8069085545269264,4.623781681060791,10.67715334892273,dml_da
siren,0,0.005,near_extrap,24,1600,1.4738223552703855,1.4738223552703855,0.0,0,158.82093811035156,158.82093811035156,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.005,near_extrap,24,1600,1.4738223552703855,1.1817328929901123,-0.2208773531026124,1,158.82093811035156,157.51124572753906,-0.0082805350401949,4.623781681060791,11.03222107887268,dml_train
siren,0,0.005,near_extrap,24,1600,1.4738223552703855,0.4282535314559936,-1.2358991632549126,1,158.82093811035156,54.67712020874024,-1.0663320479957612,4.623781681060791,10.67715334892273,dml_da
siren,0,0.005,far_extrap,24,1600,1.0769060850143433,1.0769060850143433,0.0,0,169.46995544433594,169.46995544433594,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.005,far_extrap,24,1600,1.0769060850143433,1.1752365827560425,0.0873772805266716,0,169.46995544433594,144.104248046875,-0.1621386746690836,4.623781681060791,11.03222107887268,dml_train
siren,0,0.005,far_extrap,24,1600,1.0769060850143433,1.110134482383728,0.0303889694579102,0,169.46995544433594,146.1219024658203,-0.1482344353645805,4.623781681060791,10.67715334892273,dml_da
siren,0,0.005,all,24,1600,0.8599372506141663,0.8599372506141663,0.0,0,155.5781707763672,155.5781707763672,0.0,4.623781681060791,4.623781681060791,vanilla
siren,0,0.005,all,24,1600,0.8599372506141663,0.8586761355400085,-0.0014675962734504,1,155.5781707763672,132.2766571044922,-0.1622526948281123,4.623781681060791,11.03222107887268,dml_train
