model,seed,sigma_rel,region,n_train,n_steps,mse_vanilla,mse_dml,log_ratio,dml_win,grad_mse_vanilla,grad_mse_dml,log_grad_ratio,t_vanilla,t_dml
snake,0,0.0,interpolation,24,1600,0.2270878255367279,0.062139011919498444,-1.2959628363323614,1,62.80686569213867,16.354711532592773,-1.3455483708442624,5.466871738433838,7.937861680984497
snake,0,0.0,near_extrap,24,1600,0.2691759169101715,2.792367458343506,2.3392799343088897,0,146.64283752441406,180.05397033691406,0.2052566875338607,5.466871738433838,7.937861680984497
snake,0,0.0,far_extrap,24,1600,10.169086456298828,43.781551361083984,1.4598601481304316,0,182.08934020996094,172.18783569335938,-0.05591149798335592,5.466871738433838,7.937861680984497
snake,0,0.0,all,24,1600,5.20510196685791,22.376882553100586,1.4583891050235915,0,136.42076110839844,121.55448150634766,-0.11538137163087415,5.466871738433838,7.937861680984497
snake,0,0.005,interpolation,24,1600,0.2270878255367279,0.06145935133099556,-1.3069608369752148,1,62.80686569213867,15.585528373718262,-1.3937215784528882,5.466871738433838,7.496648073196411
snake,0,0.005,near_extrap,24,1600,0.2691759169101715,1.6957374811172485,1.8405078852260626,0,146.64283752441406,191.21231079101562,0.2653844319070115,5.466871738433838,7.496648073196411
snake,0,0.005,far_extrap,24,1600,10.169086456298828,38.72697448730469,1.3371839936894703,0,182.08934020996094,174.04283142089844,-0.04519602039490725,5.466871738433838,7.496648073196411
snake,0,0.005,all,24,1600,5.20510196685791,19.666595458984375,1.3292822424519692,0,136.42076110839844,124.08529663085938,-0.09477473618448781,5.466871738433838,7.496648073196411
snake,0,0.01,interpolation,24,1600,0.2270878255367279,0.06383859366178513,-1.2689789155022324,1,62.80686569213867,17.22399139404297,-1.2937611333936254,5.466871738433838,7.946772575378418
snake,0,0.01,near_extrap,24,1600,0.2691759169101715,1.8710933923721313,1.9389131087124785,0,146.64283752441406,195.23672485351562,0.2862128422815378,5.466871738433838,7.946772575378418
snake,0,0.01,far_extrap,24,1600,10.169086456298828,40.13811492919922,1.3729740011439722,0,182.08934020996094,181.87098693847656,-0.001199874169759233,5.466871738433838,7.946772575378418
snake,0,0.01,all,24,1600,5.20510196685791,20.40218734741211,1.3660028259650858,0,136.42076110839844,129.21627807617188,-0.054256366652643453,5.466871738433838,7.946772575378418
snake,0,0.025,interpolation,24,1600,0.2270878255367279,0.06377162039279938,-1.2700285693348985,1,62.80686569213867,16.6381778717041,-1.3283644673116242,5.466871738433838,8.89954423904419
snake,0,0.025,near_extrap,24,1600,0.2691759169101715,1.5032156705856323,1.7199967407944592,0,146.64283752441406,207.70175170898438,0.3481032110686707,5.466871738433838,8.89954423904419
snake,0,0.025,far_extrap,24,1600,10.169086456298828,32.162044525146484,1.1514346371133277,0,182.08934020996094,213.38674926757812,0.1586087966267415,5.466871738433838,8.89954423904419
snake,0,0.025,all,24,1600,5.20510196685791,16.352813720703125,1.144760683496847,0,136.42076110839844,146.8563995361328,0.07371129405605263,5.466871738433838,8.89954423904419
snake,0,0.05,interpolation,24,1600,0.2270878255367279,0.09760155528783798,-0.8444434106754759,1,62.80686569213867,24.049367904663086,-0.9599556801504219,5.466871738433838,9.243913650512695
snake,0,0.05,near_extrap,24,1600,0.2691759169101715,2.0068864822387695,2.008974654211369,0,146.64283752441406,174.38136291503906,0.17324468812540583,5.466871738433838,9.243913650512695
snake,0,0.05,far_extrap,24,1600,10.169086456298828,35.456138610839844,1.2489440217734629,0,182.08934020996094,209.18621826171875,0.1387274048216371,5.466871738433838,9.243913650512695
snake,0,0.05,all,24,1600,5.20510196685791,18.09508514404297,1.2460010703457611,0,136.42076110839844,141.67312622070312,0.03777853470227686,5.466871738433838,9.243913650512695
snake,0,0.075,interpolation,24,1600,0.2270878255367279,0.08270850032567978,-1.0100144574714185,1,62.80686569213867,21.24054527282715,-1.0841525257835107,5.466871738433838,9.378199577331543
snake,0,0.075,near_extrap,24,1600,0.2691759169101715,1.3641712665557861,1.62293726044427,0,146.64283752441406,119.32976531982422,-0.20610915588879158,5.466871738433838,9.378199577331543
snake,0,0.075,far_extrap,24,1600,10.169086456298828,25.322662353515625,0.9123473612715617,0,182.08934020996094,194.43629455566406,0.06560712808021088,5.466871738433838,9.378199577331543
snake,0,0.075,all,24,1600,5.20510196685791,12.91626262664795,0.9088478940749449,0,136.42076110839844,124.18661499023438,-0.09395854747962795,5.466871738433838,9.378199577331543
snake,0,0.1,interpolation,24,1600,0.2270878255367279,0.08961698412895203,-0.9297919822655366,1,62.80686569213867,21.791658401489258,-1.0585371393710667,5.466871738433838,9.48414421081543
snake,0,0.1,near_extrap,24,1600,0.2691759169101715,0.8649661540985107,1.1673252458886008,0,146.64283752441406,171.7829132080078,0.15823159352197788,5.466871738433838,9.48414421081543
snake,0,0.1,far_extrap,24,1600,10.169086456298828,15.512436866760254,0.42228970197248533,0,182.08934020996094,194.2510986328125,0.06465419809013996,5.466871738433838,9.48414421081543
snake,0,0.1,all,24,1600,5.20510196685791,7.930251598358154,0.42104547050357877,0,136.42076110839844,133.01992797851562,-0.025244989943920403,5.466871738433838,9.48414421081543
snake,0,0.15,interpolation,24,1600,0.2270878255367279,0.23115652799606323,0.01775825212634452,0,62.80686569213867,56.722782135009766,-0.1018884624503136,5.466871738433838,9.552318572998047
snake,0,0.15,near_extrap,24,1600,0.2691759169101715,1.3583569526672363,1.618665993254417,0,146.64283752441406,196.06964111328125,0.29046995430484646,5.466871738433838,9.552318572998047
snake,0,0.15,far_extrap,24,1600,10.169086456298828,12.640544891357422,0.21755711756319587,0,182.08934020996094,210.74887084960938,0.1461697921868914,5.466871738433838,9.552318572998047
snake,0,0.15,all,24,1600,5.20510196685791,6.623717308044434,0.2410174471971358,0,136.42076110839844,156.96029663085938,0.14024894429874127,5.466871738433838,9.552318572998047
snake,0,0.2,interpolation,24,1600,0.2270878255367279,0.2550259530544281,0.11602847736979695,0,62.80686569213867,63.62089920043945,0.01287762634176506,5.466871738433838,7.775342702865601
snake,0,0.2,near_extrap,24,1600,0.2691759169101715,2.165529251098633,2.0850549362759976,0,146.64283752441406,209.64894104003906,0.35743446889922337,5.466871738433838,7.775342702865601
snake,0,0.2,far_extrap,24,1600,10.169086456298828,15.731023788452148,0.43628242132154454,0,182.08934020996094,186.66476440429688,0.024816857408895346,5.466871738433838,7.775342702865601
snake,0,0.2,all,24,1600,5.20510196685791,8.311442375183105,0.46799387277700333,0,136.42076110839844,149.4808349609375,0.09142424900538895,5.466871738433838,7.775342702865601
snake,0,0.3,interpolation,24,1600,0.2270878255367279,0.31179630756378174,0.31701327493708836,0,62.80686569213867,83.50747680664062,0.28487177663620117,5.466871738433838,8.50577187538147
snake,0,0.3,near_extrap,24,1600,0.2691759169101715,1.6900674104690552,1.837158562905196,0,146.64283752441406,192.49058532714844,0.2720472915205608,5.466871738433838,8.50577187538147
snake,0,0.3,far_extrap,24,1600,10.169086456298828,20.44011688232422,0.6981471049126343,0,182.08934020996094,230.11380004882812,0.23407652247053054,5.466871738433838,8.50577187538147
snake,0,0.3,all,24,1600,5.20510196685791,10.605669021606445,0.7117493794659475,0,136.42076110839844,174.9744873046875,0.24889623509867653,5.466871738433838,8.50577187538147
snake,0,0.4,interpolation,24,1600,0.2270878255367279,0.33480381965637207,0.388207908027001,0,62.80686569213867,101.05792236328125,0.475629447398384,5.466871738433838,9.23634386062622
snake,0,0.4,near_extrap,24,1600,0.2691759169101715,2.8042523860931396,2.343527121341635,0,146.64283752441406,395.9121398925781,0.9931923640599502,5.466871738433838,9.23634386062622
snake,0,0.4,far_extrap,24,1600,10.169086456298828,22.117891311645508,0.7770344638985378,0,182.08934020996094,238.290283203125,0.26899216088439415,5.466871738433838,9.23634386062622
