model,seed,sigma_rel,region,n_train,n_steps,mse_vanilla,mse_dml,log_ratio,dml_win,grad_mse_vanilla,grad_mse_dml,log_grad_ratio,t_vanilla,t_dml
snake,0,0.0,interpolation,24,1600,0.2270878255367279,0.0621390119194984,-1.2959628363323614,1,62.80686569213867,16.354711532592773,-1.3455483708442624,5.466871738433838,7.937861680984497
snake,0,0.0,near_extrap,24,1600,0.2691759169101715,2.792367458343506,2.3392799343088897,0,146.64283752441406,180.05397033691406,0.2052566875338607,5.466871738433838,7.937861680984497
snake,0,0.0,far_extrap,24,1600,10.169086456298828,43.781551361083984,1.4598601481304316,0,182.0893402099609,172.18783569335938,-0.0559114979833559,5.466871738433838,7.937861680984497
snake,0,0.0,all,24,1600,5.20510196685791,22.376882553100582,1.4583891050235915,0,136.42076110839844,121.55448150634766,-0.1153813716308741,5.466871738433838,7.937861680984497
snake,0,0.005,interpolation,24,1600,0.2270878255367279,0.0614593513309955,-1.3069608369752148,1,62.80686569213867,15.585528373718262,-1.3937215784528882,5.466871738433838,7.496648073196411
snake,0,0.005,near_extrap,24,1600,0.2691759169101715,1.6957374811172483,1.8405078852260623,0,146.64283752441406,191.2123107910156,0.2653844319070115,5.466871738433838,7.496648073196411
snake,0,0.005,far_extrap,24,1600,10.169086456298828,38.72697448730469,1.3371839936894705,0,182.0893402099609,174.04283142089844,-0.0451960203949072,5.466871738433838,7.496648073196411
snake,0,0.005,all,24,1600,5.20510196685791,19.66659545898437,1.3292822424519692,0,136.42076110839844,124.08529663085938,-0.0947747361844878,5.466871738433838,7.496648073196411
snake,0,0.01,interpolation,24,1600,0.2270878255367279,0.0638385936617851,-1.2689789155022324,1,62.80686569213867,17.22399139404297,-1.2937611333936254,5.466871738433838,7.946772575378418
snake,0,0.01,near_extrap,24,1600,0.2691759169101715,1.8710933923721316,1.9389131087124785,0,146.64283752441406,195.2367248535156,0.2862128422815378,5.466871738433838,7.946772575378418
snake,0,0.01,far_extrap,24,1600,10.169086456298828,40.13811492919922,1.3729740011439722,0,182.0893402099609,181.87098693847656,-0.0011998741697592,5.466871738433838,7.946772575378418
snake,0,0.01,all,24,1600,5.20510196685791,20.40218734741211,1.3660028259650858,0,136.42076110839844,129.21627807617188,-0.0542563666526434,5.466871738433838,7.946772575378418
snake,0,0.025,interpolation,24,1600,0.2270878255367279,0.0637716203927993,-1.2700285693348985,1,62.80686569213867,16.6381778717041,-1.3283644673116242,5.466871738433838,8.89954423904419
snake,0,0.025,near_extrap,24,1600,0.2691759169101715,1.5032156705856323,1.7199967407944592,0,146.64283752441406,207.7017517089844,0.3481032110686707,5.466871738433838,8.89954423904419
snake,0,0.025,far_extrap,24,1600,10.169086456298828,32.162044525146484,1.1514346371133275,0,182.0893402099609,213.38674926757807,0.1586087966267415,5.466871738433838,8.89954423904419
snake,0,0.025,all,24,1600,5.20510196685791,16.352813720703125,1.144760683496847,0,136.42076110839844,146.8563995361328,0.0737112940560526,5.466871738433838,8.89954423904419
snake,0,0.05,interpolation,24,1600,0.2270878255367279,0.0976015552878379,-0.8444434106754759,1,62.80686569213867,24.04936790466309,-0.959955680150422,5.466871738433838,9.243913650512695
snake,0,0.05,near_extrap,24,1600,0.2691759169101715,2.006886482238769,2.008974654211369,0,146.64283752441406,174.38136291503906,0.1732446881254058,5.466871738433838,9.243913650512695
snake,0,0.05,far_extrap,24,1600,10.169086456298828,35.456138610839844,1.2489440217734629,0,182.0893402099609,209.18621826171875,0.1387274048216371,5.466871738433838,9.243913650512695
snake,0,0.05,all,24,1600,5.20510196685791,18.09508514404297,1.2460010703457611,0,136.42076110839844,141.67312622070312,0.0377785347022768,5.466871738433838,9.243913650512695
snake,0,0.075,interpolation,24,1600,0.2270878255367279,0.0827085003256797,-1.0100144574714185,1,62.80686569213867,21.24054527282715,-1.0841525257835107,5.466871738433838,9.378199577331545
snake,0,0.075,near_extrap,24,1600,0.2691759169101715,1.364171266555786,1.62293726044427,0,146.64283752441406,119.32976531982422,-0.2061091558887915,5.466871738433838,9.378199577331545
snake,0,0.075,far_extrap,24,1600,10.169086456298828,25.322662353515625,0.9123473612715616,0,182.0893402099609,194.4362945556641,0.0656071280802108,5.466871738433838,9.378199577331545
snake,0,0.075,all,24,1600,5.20510196685791,12.91626262664795,0.9088478940749448,0,136.42076110839844,124.18661499023438,-0.0939585474796279,5.466871738433838,9.378199577331545
snake,0,0.1,interpolation,24,1600,0.2270878255367279,0.089616984128952,-0.9297919822655366,1,62.80686569213867,21.791658401489254,-1.0585371393710667,5.466871738433838,9.48414421081543
snake,0,0.1,near_extrap,24,1600,0.2691759169101715,0.8649661540985107,1.1673252458886008,0,146.64283752441406,171.7829132080078,0.1582315935219778,5.466871738433838,9.48414421081543
snake,0,0.1,far_extrap,24,1600,10.169086456298828,15.512436866760254,0.4222897019724853,0,182.0893402099609,194.2510986328125,0.0646541980901399,5.466871738433838,9.48414421081543
snake,0,0.1,all,24,1600,5.20510196685791,7.930251598358154,0.4210454705035787,0,136.42076110839844,133.01992797851562,-0.0252449899439204,5.466871738433838,9.48414421081543
snake,0,0.15,interpolation,24,1600,0.2270878255367279,0.2311565279960632,0.0177582521263445,0,62.80686569213867,56.722782135009766,-0.1018884624503136,5.466871738433838,9.552318572998049
snake,0,0.15,near_extrap,24,1600,0.2691759169101715,1.3583569526672363,1.618665993254417,0,146.64283752441406,196.06964111328125,0.2904699543048464,5.466871738433838,9.552318572998049
snake,0,0.15,far_extrap,24,1600,10.169086456298828,12.640544891357422,0.2175571175631958,0,182.0893402099609,210.74887084960935,0.1461697921868914,5.466871738433838,9.552318572998049
snake,0,0.15,all,24,1600,5.20510196685791,6.623717308044434,0.2410174471971358,0,136.42076110839844,156.96029663085938,0.1402489442987412,5.466871738433838,9.552318572998049
snake,0,0.2,interpolation,24,1600,0.2270878255367279,0.2550259530544281,0.1160284773697969,0,62.80686569213867,63.62089920043945,0.012877626341765,5.466871738433838,7.775342702865601
snake,0,0.2,near_extrap,24,1600,0.2691759169101715,2.165529251098633,2.0850549362759976,0,146.64283752441406,209.64894104003903,0.3574344688992233,5.466871738433838,7.775342702865601
snake,0,0.2,far_extrap,24,1600,10.169086456298828,15.731023788452148,0.4362824213215445,0,182.0893402099609,186.66476440429688,0.0248168574088953,5.466871738433838,7.775342702865601
snake,0,0.2,all,24,1600,5.20510196685791,8.311442375183105,0.4679938727770033,0,136.42076110839844,149.4808349609375,0.0914242490053889,5.466871738433838,7.775342702865601
snake,0,0.3,interpolation,24,1600,0.2270878255367279,0.3117963075637817,0.3170132749370883,0,62.80686569213867,83.50747680664062,0.2848717766362011,5.466871738433838,8.50577187538147
snake,0,0.3,near_extrap,24,1600,0.2691759169101715,1.6900674104690552,1.837158562905196,0,146.64283752441406,192.49058532714844,0.2720472915205608,5.466871738433838,8.50577187538147
snake,0,0.3,far_extrap,24,1600,10.169086456298828,20.44011688232422,0.6981471049126343,0,182.0893402099609,230.11380004882807,0.2340765224705305,5.466871738433838,8.50577187538147
snake,0,0.3,all,24,1600,5.20510196685791,10.605669021606444,0.7117493794659475,0,136.42076110839844,174.9744873046875,0.2488962350986765,5.466871738433838,8.50577187538147
